Date,Open,High,Low,Close,Adj Close,Volume
2000-09-18,146.750000,147.187500,144.968750,145.000000,94.427696,144700
2000-09-19,145.625000,146.578125,145.171875,146.343750,95.302818,128300
2000-09-20,145.875000,145.921875,143.437500,144.984375,94.596588,127700
2000-09-21,145.125000,145.125000,144.125000,144.843750,94.504829,284200
2000-09-22,142.250000,145.250000,142.250000,145.250000,94.769966,124600
2000-09-25,145.781250,145.828125,143.921875,143.937500,93.913521,49300
2000-09-26,144.468750,144.875000,142.625000,142.625000,93.057190,10500
2000-09-27,143.484375,143.531250,142.296875,142.703125,93.108177,155200
2000-09-28,142.968750,146.171875,142.968750,146.031250,95.279640,99100
2000-09-29,145.359375,145.437500,143.703125,143.703125,93.760635,60400
2000-10-02,144.500000,144.875000,143.500000,143.875000,93.872704,223700
2000-10-03,144.609375,145.703125,142.406250,142.406250,92.914452,134300
2000-10-04,142.625000,144.125000,142.000000,143.671875,93.740181,90000
2000-10-05,143.796875,144.546875,143.375000,144.281250,94.137810,114100
2000-10-06,144.171875,144.375000,140.000000,141.078125,92.047943,103800
2000-10-09,141.125000,141.203125,139.640625,140.328125,91.558548,29300
2000-10-10,140.203125,141.093750,138.000000,138.000000,90.039574,123800
2000-10-11,137.593750,138.453125,135.312500,136.750000,89.223969,350200
2000-10-12,137.406250,137.500000,132.812500,133.406250,87.042290,155200
2000-10-13,133.156250,137.593750,132.937500,137.375000,89.631767,322200
2000-10-16,137.562500,138.140625,136.781250,138.062500,90.080330,349600
2000-10-17,138.218750,138.343750,134.578125,135.000000,88.082176,157600
2000-10-18,131.375000,135.890625,131.031250,134.765625,87.929245,81800
2000-10-19,136.750000,139.187500,136.703125,139.187500,90.814362,73300
2000-10-20,138.984375,141.109375,138.781250,140.218750,91.487190,177100
2000-10-23,139.687500,140.906250,139.125000,140.671875,91.782837,30300
2000-10-24,140.921875,141.875000,139.234375,139.578125,91.069229,51700
2000-10-25,138.000000,139.421875,136.312500,136.593750,89.122017,68600
2000-10-26,136.937500,137.515625,134.515625,136.796875,89.254524,47700
2000-10-27,138.000000,139.250000,136.750000,139.250000,90.855125,60200
2000-10-30,138.515625,141.000000,138.515625,140.312500,91.548363,52500
2000-10-31,141.140625,143.718750,141.031250,143.140625,93.393623,124000
2000-11-01,142.703125,143.203125,141.500000,142.484375,92.965431,199300
2000-11-02,143.250000,143.687500,142.656250,142.890625,93.230469,117100
2000-11-03,143.125000,143.625000,142.500000,142.875000,93.220322,157100
2000-11-06,143.281250,144.281250,143.156250,143.968750,93.933945,148000
2000-11-07,143.343750,143.937500,142.812500,143.843750,93.852394,36700
2000-11-08,144.046875,144.046875,140.765625,140.765625,91.844055,40700
2000-11-09,139.953125,141.015625,137.437500,139.921875,91.293510,95300
2000-11-10,138.734375,139.250000,136.781250,136.781250,89.244392,47200
2000-11-13,135.609375,136.687500,133.218750,135.359375,88.316643,74200
2000-11-14,137.296875,139.218750,137.093750,138.718750,90.508469,55200
2000-11-15,138.906250,140.000000,137.984375,139.406250,90.957115,751900
2000-11-16,138.687500,139.531250,137.515625,137.562500,89.754089,265600
2000-11-17,137.562500,138.890625,136.250000,136.718750,89.203606,218300
2000-11-20,135.796875,136.171875,134.500000,134.609375,87.827286,152700
2000-11-21,134.843750,136.046875,133.750000,135.578125,88.459373,159800
2000-11-22,134.062500,134.781250,132.250000,132.250000,86.287918,36300
2000-11-24,133.937500,134.765625,133.812500,134.562500,87.796761,41300
2000-11-27,136.296875,136.593750,135.421875,135.671875,88.520538,68100
2000-11-28,135.359375,136.140625,133.906250,133.906250,87.368584,53100
2000-11-29,134.328125,135.703125,133.500000,133.656250,87.205421,437000
2000-11-30,132.234375,133.078125,129.937500,132.312500,86.328682,226800
2000-12-01,132.875000,133.843750,131.546875,131.937500,86.084007,71000
2000-12-04,132.093750,133.515625,131.687500,133.203125,86.909790,93400
2000-12-05,134.671875,138.078125,134.515625,137.687500,89.835640,187600
2000-12-06,137.703125,138.156250,135.625000,135.625000,88.489952,214300
2000-12-07,135.093750,135.796875,134.000000,134.000000,87.429726,76100
2000-12-08,136.765625,138.640625,134.453125,134.453125,87.725342,115200
2000-12-11,136.984375,139.312500,136.703125,138.687500,90.488129,140900
2000-12-12,138.078125,138.437500,137.484375,137.687500,89.835640,43500
2000-12-13,138.734375,138.812500,135.781250,135.781250,88.875282,91000
2000-12-14,135.562500,135.750000,134.000000,134.000000,87.709373,97800
2000-12-15,132.765625,132.765625,130.500000,130.750000,85.582085,53400
2000-12-18,132.531250,133.234375,131.953125,132.140625,86.492332,141700
2000-12-19,132.156250,134.781250,130.000000,130.000000,85.091187,115200
2000-12-20,128.312500,128.640625,126.281250,126.312500,82.677551,369500
2000-12-21,126.187500,128.703125,125.671875,127.125000,83.209343,241100
2000-12-22,128.875000,131.125000,128.843750,131.125000,85.827522,75300
2000-12-26,131.031250,131.828125,130.515625,131.828125,86.287750,186400
2000-12-27,131.687500,133.484375,131.437500,133.484375,87.371841,166600
2000-12-28,132.875000,133.703125,132.687500,133.343750,87.279854,157600
2000-12-29,133.937500,134.187500,131.359375,131.359375,85.980957,250800
2001-01-02,131.500000,131.781250,127.750000,128.687500,84.232109,174300
2001-01-03,128.234375,135.125000,128.000000,135.093750,88.425293,194500
2001-01-04,134.687500,135.218750,133.125000,133.562500,87.422989,153500
2001-01-05,133.703125,133.703125,129.531250,129.703125,84.896851,68400
2001-01-08,129.375000,129.906250,127.859375,129.906250,85.029831,167700
2001-01-09,130.750000,131.406250,129.531250,129.937500,85.050285,128600
2001-01-10,129.171875,131.765625,129.046875,131.765625,86.246841,53600
2001-01-11,131.421875,133.359375,131.156250,132.468750,86.707077,295400
2001-01-12,132.937500,133.531250,131.312500,132.125000,86.482101,103100
2001-01-16,132.140625,132.953125,131.500000,132.671875,86.840012,100500
2001-01-17,134.625000,134.937500,132.734375,133.328125,87.269600,100600
2001-01-18,133.578125,135.546875,133.000000,134.843750,88.261650,69400
2001-01-19,135.968750,135.968750,133.875000,134.375000,87.954811,39800
2001-01-22,134.078125,135.531250,133.765625,134.515625,88.046844,39500
2001-01-23,134.562500,136.500000,134.250000,135.921875,88.967339,35100
2001-01-24,135.937500,137.125000,135.937500,136.546875,89.376442,204800
2001-01-25,136.234375,136.937500,135.750000,135.812500,88.895721,137900
2001-01-26,135.296875,135.953125,134.562500,135.765625,88.865082,131700
2001-01-29,135.399994,136.740005,135.399994,136.500000,89.345734,105100
2001-01-30,136.649994,137.779999,135.919998,137.770004,90.177010,61700
2001-01-31,137.710007,138.440002,136.710007,136.899994,89.607544,307700
2001-02-01,136.830002,137.779999,136.240005,137.779999,90.183548,65000
2001-02-02,137.729996,137.910004,134.910004,134.990005,88.357361,48500
2001-02-05,135.020004,135.410004,134.779999,135.410004,88.632294,29500
2001-02-06,135.830002,136.539993,135.300003,135.440002,88.651878,18400
2001-02-07,135.089996,135.190002,133.850006,134.490005,88.030060,52200
2001-02-08,135.009995,135.259995,133.250000,133.250000,87.218452,129400
2001-02-09,133.259995,133.259995,131.360001,131.899994,86.334808,61300
2001-02-12,131.910004,133.289993,131.860001,133.190002,87.179153,20200
2001-02-13,133.360001,133.880005,132.100006,132.449997,86.694809,33500
2001-02-14,132.429993,132.429993,130.759995,131.880005,86.321732,29000
2001-02-15,132.630005,133.429993,132.559998,133.000000,87.054802,54700
2001-02-16,130.539993,131.110001,129.740005,130.449997,85.385712,231400
2001-02-20,130.639999,130.729996,128.039993,128.360001,84.017708,43400
2001-02-21,127.669998,128.550003,125.580002,125.720001,82.289703,68800
2001-02-22,125.769997,126.010002,123.410004,125.449997,82.112991,294300
2001-02-23,124.349998,125.440002,121.980003,124.750000,81.654823,247400
2001-02-26,125.660004,126.949997,124.610001,126.949997,83.094818,58900
2001-02-27,127.010002,127.620003,125.680000,126.510002,82.806786,437400
2001-02-28,126.870003,126.870003,123.279999,124.070000,81.209717,94600
2001-03-01,124.040001,124.540001,122.000000,124.540001,81.517372,63600
2001-03-02,122.769997,125.510002,122.629997,123.629997,80.921684,38200
2001-03-05,124.199997,124.550003,123.889999,124.550003,81.523903,462200
2001-03-06,126.169998,127.180000,125.650002,126.029999,82.492630,1398300
2001-03-07,126.709999,126.709999,125.779999,126.550003,82.832977,1012800
2001-03-08,126.699997,127.110001,126.269997,126.919998,83.075165,107100
2001-03-09,125.290001,125.500000,123.139999,123.470001,80.816986,2122400
2001-03-12,122.110001,122.110001,117.650002,117.779999,77.244621,2014800
2001-03-13,118.870003,119.900002,117.360001,119.720001,78.516975,121900
2001-03-14,117.000000,118.760002,115.849998,116.860001,76.641258,148600
2001-03-15,118.279999,118.459999,117.199997,117.400002,76.995392,153100
2001-03-16,117.000000,117.209999,115.000000,115.239998,75.578789,119100
2001-03-19,115.910004,117.570000,114.949997,117.320000,76.942940,73700
2001-03-20,117.550003,118.160004,114.389999,114.449997,75.060661,49400
2001-03-21,114.349998,115.070000,112.000000,112.489998,73.775261,170600
2001-03-22,112.199997,112.330002,108.379997,111.709999,73.263687,194400
2001-03-23,113.000000,114.440002,112.000000,114.440002,75.054108,107800
2001-03-26,115.599998,116.129997,114.919998,115.790001,75.939522,44200
2001-03-27,115.730003,118.610001,115.519997,118.279999,77.572533,117800
2001-03-28,116.919998,116.919998,115.120003,115.320000,75.631256,130700
2001-03-29,114.739998,116.330002,113.730003,115.339996,75.644379,78300
2001-03-30,115.839996,116.720001,114.699997,116.720001,76.549446,881200
2001-04-02,116.099998,117.160004,114.050003,114.250000,74.929543,299900
2001-04-03,113.800003,114.000000,110.250000,110.330002,72.358620,136600
2001-04-04,110.400002,111.970001,109.529999,110.610001,72.542267,897100
2001-04-05,112.870003,115.400002,112.870003,114.989998,75.414780,807200
2001-04-06,114.000000,114.139999,112.279999,113.370003,74.352409,139300
2001-04-09,113.800003,114.820000,113.000000,113.669998,74.549164,397800
2001-04-10,115.470001,117.790001,115.150002,116.830002,76.621559,786300
2001-04-11,118.300003,118.500000,116.300003,116.900002,76.667511,110900
2001-04-12,116.239998,118.580002,116.220001,118.570000,77.762741,692800
2001-04-16,118.419998,118.610001,117.019997,117.849998,77.290543,590400
2001-04-17,117.150002,119.650002,117.150002,119.120003,78.123405,1401300
2001-04-18,121.150002,125.949997,120.669998,124.239998,81.481323,244300
2001-04-19,124.199997,125.699997,123.699997,125.510002,82.314255,2022100
2001-04-20,124.949997,125.279999,123.870003,124.849998,81.881355,1065800
2001-04-23,123.750000,123.790001,122.120003,122.379997,80.261467,56400
2001-04-24,122.500000,123.699997,121.190002,121.510002,79.690926,132700
2001-04-25,121.500000,123.529999,121.120003,123.180000,80.786148,152200
2001-04-26,123.650002,125.129997,123.599998,123.730003,81.146835,60700
2001-04-27,124.849998,125.730003,124.419998,125.730003,82.458557,852000
2001-04-30,126.250000,127.330002,124.910004,125.199997,82.110962,414500
2001-05-01,125.080002,127.180000,124.680000,127.180000,83.409531,61600
2001-05-02,127.570000,127.570000,126.150002,126.949997,83.258675,696300
2001-05-03,125.900002,125.900002,124.360001,125.419998,82.255226,951900
2001-05-04,123.870003,127.250000,123.540001,127.250000,83.455391,1281900
2001-05-07,126.720001,127.320000,126.199997,126.199997,82.766785,97700
2001-05-08,127.000000,127.050003,125.750000,126.349998,82.865173,124100
2001-05-09,125.320000,126.580002,125.080002,125.849998,82.537262,1092400
2001-05-10,127.440002,127.440002,125.790001,126.250000,82.799576,51200
2001-05-11,126.250000,126.410004,124.500000,125.160004,82.084724,94600
2001-05-14,125.050003,125.419998,124.470001,125.349998,82.209328,111700
2001-05-15,125.400002,126.190002,125.000000,125.320000,82.189651,56100
2001-05-16,124.750000,129.080002,124.750000,128.949997,84.570366,84600
2001-05-17,129.009995,130.080002,128.750000,129.360001,84.839233,114000
2001-05-18,129.089996,129.779999,128.649994,129.779999,85.114662,71400
2001-05-21,129.800003,131.750000,129.399994,131.669998,86.354187,1092200
2001-05-22,131.880005,132.029999,131.199997,131.300003,86.111580,556500
2001-05-23,130.699997,130.899994,129.380005,129.380005,84.852348,874900
2001-05-24,129.649994,129.960007,128.699997,129.770004,85.108139,1064100
2001-05-25,129.660004,129.669998,128.100006,128.169998,84.058762,505400
2001-05-29,128.380005,128.380005,127.000000,127.180000,83.409531,182400
2001-05-30,126.709999,127.050003,125.000000,125.309998,82.183128,265400
2001-05-31,125.650002,126.639999,125.250000,125.730003,82.458557,1876800
2001-06-01,126.150002,127.059998,125.150002,126.889999,83.219284,432400
2001-06-04,126.980003,127.180000,126.309998,127.080002,83.343925,214800
2001-06-05,127.400002,129.229996,127.370003,128.850006,84.504745,150700
2001-06-06,128.720001,128.720001,127.339996,127.559998,83.658745,121800
2001-06-07,127.370003,128.139999,127.050003,128.130005,84.032532,383600
2001-06-08,127.809998,127.809998,126.199997,127.150002,83.389854,59400
2001-06-11,126.599998,126.680000,125.050003,125.769997,82.713760,448800
2001-06-12,124.699997,126.269997,123.660004,125.589996,82.595352,413500
2001-06-13,125.580002,126.150002,124.470001,124.559998,81.917976,102100
2001-06-14,123.910004,123.910004,121.610001,121.610001,79.977890,396600
2001-06-15,120.900002,122.269997,120.660004,121.839996,80.129166,429300
2001-06-18,121.709999,122.309998,120.949997,120.949997,79.543831,3350000
2001-06-19,122.419998,122.879997,121.000000,121.349998,79.806877,76400
2001-06-20,121.129997,122.720001,121.129997,122.279999,80.418488,203800
2001-06-21,122.120003,124.239998,122.120003,123.680000,81.339241,64400
2001-06-22,123.510002,123.589996,122.440002,122.879997,80.813133,326400
2001-06-25,123.129997,123.379997,121.599998,122.160004,80.339592,217800
2001-06-26,120.750000,122.389999,120.699997,121.519997,79.918686,248600
2001-06-27,121.540001,122.209999,120.989998,121.309998,79.780594,142500
2001-06-28,122.000000,123.809998,122.000000,122.809998,80.767075,68000
2001-06-29,122.800003,123.980003,122.529999,122.690002,80.688164,601600
2001-07-02,123.010002,124.239998,122.699997,123.910004,81.490532,44000
2001-07-03,123.879997,124.000000,123.139999,124.000000,81.549690,34200
2001-07-05,123.000000,123.459999,122.000000,122.000000,80.234398,1682400
2001-07-06,121.300003,121.419998,118.860001,118.860001,78.169334,1753500
2001-07-09,119.550003,120.400002,119.400002,119.680000,78.708618,1011900
2001-07-10,120.430000,120.529999,118.209999,118.320000,77.814224,437000
2001-07-11,118.199997,118.669998,117.239998,118.279999,77.787888,108800
2001-07-12,119.519997,121.370003,119.379997,121.180000,79.695137,315100
2001-07-13,120.809998,122.199997,120.660004,122.000000,80.234398,101800
2001-07-16,121.900002,122.110001,120.290001,120.730003,79.399155,960100
2001-07-17,120.309998,121.839996,119.980003,121.699997,80.037079,39400
2001-07-18,120.580002,121.169998,120.250000,120.889999,79.504402,76400
2001-07-19,122.000000,122.879997,121.000000,121.389999,79.833244,61600
2001-07-20,121.300003,121.839996,121.150002,121.250000,79.741127,459100
2001-07-23,121.779999,121.779999,119.000000,119.000000,78.261406,60600
2001-07-24,119.000000,119.080002,116.730003,117.669998,77.386688,823000
2001-07-25,117.809998,119.400002,117.629997,119.250000,78.425858,599800
2001-07-26,118.919998,120.820000,118.650002,120.769997,79.425438,155800
2001-07-27,120.620003,121.250000,119.959999,120.849998,79.478073,61600
2001-07-30,121.120003,121.120003,120.330002,120.769997,79.425438,43800
2001-07-31,120.980003,122.650002,120.910004,121.300003,79.774040,142800
2001-08-01,122.019997,122.690002,121.639999,122.089996,80.293602,41600
2001-08-02,123.000000,123.050003,121.949997,122.480003,80.550087,107700
2001-08-03,122.230003,122.230003,120.989998,121.930000,80.188354,91000
2001-08-06,121.470001,121.470001,120.099998,120.339996,79.142639,57900
2001-08-07,120.330002,121.150002,120.000000,120.830002,79.464935,54000
2001-08-08,120.089996,121.040001,118.529999,118.540001,77.958893,55500
2001-08-09,118.559998,118.779999,117.930000,118.779999,78.116730,83800
2001-08-10,118.620003,119.650002,117.449997,119.519997,78.603371,60900
2001-08-13,119.550003,119.650002,118.910004,119.510002,78.596832,248000
2001-08-14,120.000000,120.279999,118.860001,119.300003,78.458740,84700
2001-08-15,119.349998,119.449997,118.160004,118.160004,77.708977,65500
2001-08-16,117.629997,118.599998,117.099998,118.570000,77.978622,63800
2001-08-17,117.550003,117.769997,116.099998,116.790001,76.807983,79800
2001-08-20,116.750000,117.610001,116.620003,117.440002,77.235466,39500
2001-08-21,117.699997,118.480003,116.000000,116.000000,76.288429,320800
2001-08-22,116.680000,117.300003,116.000000,117.040001,76.972404,195500
2001-08-23,116.839996,117.459999,116.589996,116.660004,76.722450,219700
2001-08-24,117.010002,119.000000,116.760002,118.690002,78.057533,177400
2001-08-27,118.790001,119.070000,118.360001,118.360001,77.840477,55600
2001-08-28,118.230003,118.410004,116.620003,116.650002,76.715889,150000
2001-08-29,117.110001,117.110001,115.269997,115.489998,75.953011,91700
2001-08-30,115.099998,115.669998,112.919998,113.180000,74.433846,154500
2001-08-31,113.199997,114.650002,113.199997,114.230003,75.124382,129500
2001-09-04,114.010002,116.050003,113.480003,113.480003,74.631165,1937500
2001-09-05,113.290001,114.050003,112.000000,113.550003,74.677155,226700
2001-09-06,112.629997,113.150002,111.169998,111.169998,73.111916,60500
2001-09-07,110.150002,111.080002,108.730003,108.790001,71.546730,136300
2001-09-10,107.849998,110.269997,107.839996,110.050003,72.375343,138900
2001-09-17,102.000000,106.300003,101.800003,104.400002,68.659576,401100
2001-09-18,104.000000,105.250000,103.500000,103.599998,68.133446,221700
2001-09-19,104.000000,104.449997,98.699997,102.050003,67.114098,330400
2001-09-20,100.500000,101.000000,98.949997,99.050003,65.141106,850100
2001-09-21,95.250000,99.199997,94.250000,97.250000,63.957310,206200
2001-09-24,100.000000,101.500000,99.550003,100.660004,66.199989,224200
2001-09-25,101.250000,102.349998,100.349998,101.750000,66.916771,124100
2001-09-26,102.800003,102.849998,100.750000,101.250000,66.587936,340000
2001-09-27,101.349998,102.500000,100.400002,102.250000,67.245560,344100
2001-09-28,103.000000,104.650002,103.000000,104.400002,68.659576,327900
2001-10-01,104.129997,104.639999,103.250000,104.639999,68.817406,77400
2001-10-02,103.889999,105.510002,103.699997,105.510002,69.651184,283700
2001-10-03,104.500000,107.760002,104.239998,107.360001,70.872429,145100
2001-10-04,108.099998,108.650002,106.879997,107.480003,70.951630,303700
2001-10-05,107.000000,107.489998,105.589996,107.209999,70.773438,105400
2001-10-08,106.220001,107.099998,105.889999,106.500000,70.304726,154900
2001-10-09,106.510002,106.510002,105.650002,105.949997,69.941658,110800
2001-10-10,105.699997,108.430000,105.519997,108.239998,71.453369,182400
2001-10-11,109.050003,110.010002,109.050003,109.970001,72.595406,160200
2001-10-12,109.120003,109.500000,107.250000,109.470001,72.265335,177600
2001-10-15,108.550003,109.370003,108.099998,109.169998,72.067291,115200
2001-10-16,109.699997,110.339996,108.949997,109.919998,72.562386,170500
2001-10-17,111.000000,111.059998,107.910004,107.910004,71.235497,164100
2001-10-18,107.769997,108.010002,106.730003,107.379997,70.885643,201600
2001-10-19,106.839996,107.800003,106.000000,107.279999,70.819641,159100
2001-10-22,107.230003,109.430000,107.230003,109.430000,72.238930,116700
2001-10-23,109.809998,110.099998,108.389999,108.629997,71.710815,157700
2001-10-24,108.779999,109.180000,108.190002,108.639999,71.717438,156000
2001-10-25,107.459999,110.199997,106.779999,110.050003,72.648209,245100
2001-10-26,109.800003,111.110001,109.800003,110.720001,73.090523,160500
2001-10-29,110.129997,110.349998,107.480003,107.480003,70.951630,101000
2001-10-30,107.099998,107.099998,105.629997,106.150002,70.073669,119600
2001-10-31,106.870003,107.709999,105.860001,105.860001,69.882240,1253300
2001-11-01,106.550003,108.820000,105.849998,108.410004,71.565613,251000
2001-11-02,108.400002,109.260002,107.860001,109.169998,72.067291,94600
2001-11-05,110.050003,110.910004,110.050003,110.589996,73.004662,97600
2001-11-06,110.250000,112.269997,109.820000,112.269997,74.113731,82800
2001-11-07,111.550003,112.910004,111.540001,112.070000,73.981667,316800
2001-11-08,112.540001,113.900002,111.930000,112.169998,74.047722,52500
2001-11-09,112.019997,112.620003,111.419998,112.599998,74.331558,115600
2001-11-12,111.300003,112.519997,109.959999,112.000000,73.935471,153400
2001-11-13,113.500000,114.360001,113.190002,114.360001,75.493408,179400
2001-11-14,115.180000,115.279999,113.750000,114.559998,75.625420,161000
2001-11-15,114.250000,115.080002,113.889999,114.879997,75.836655,180200
2001-11-16,114.900002,114.900002,113.309998,114.269997,75.434029,97100
2001-11-19,114.980003,115.690002,114.430000,115.690002,76.371384,161000
2001-11-20,115.250000,115.540001,114.629997,114.750000,75.750877,76300
2001-11-21,114.550003,114.550003,113.540001,113.860001,75.163330,284700
2001-11-23,114.070000,115.690002,114.019997,115.690002,76.371384,27500
2001-11-26,115.690002,116.220001,115.089996,115.980003,76.562820,201900
2001-11-27,115.650002,116.580002,114.459999,115.410004,76.186539,161000
2001-11-28,114.750000,115.089996,113.180000,113.230003,74.747467,184300
2001-11-29,113.470001,114.459999,113.000000,114.330002,75.473587,133200
2001-11-30,114.500000,114.730003,113.889999,114.080002,75.308571,252300
2001-12-03,113.750000,113.910004,112.980003,113.320000,74.806862,154100
2001-12-04,113.800003,115.169998,113.330002,115.169998,76.028091,113700
2001-12-05,115.610001,117.900002,115.570000,117.449997,77.533234,229800
2001-12-06,117.349998,117.739998,116.879997,117.300003,77.434196,219900
2001-12-07,116.800003,116.949997,115.730003,116.400002,76.840096,186100
2001-12-10,115.800003,116.250000,114.360001,114.360001,75.493408,186100
2001-12-11,114.750000,115.529999,113.910004,113.959999,75.229332,275000
2001-12-12,114.360001,114.610001,113.160004,114.250000,75.420776,397800
2001-12-13,113.260002,113.559998,112.019997,112.059998,73.975082,154200
2001-12-14,112.300003,113.150002,111.940002,112.949997,74.562599,213800
2001-12-17,112.440002,113.889999,112.440002,113.849998,75.383644,193000
2001-12-18,114.269997,114.669998,114.000000,114.570000,75.860413,539100
2001-12-19,113.620003,115.449997,113.620003,115.330002,76.363617,166400
2001-12-20,114.980003,115.300003,114.180000,114.180000,75.602135,305000
